comment_Text,Have_Sarcasm,Sarcasm_Type
"Horrible experience, honestly what am I supposed to do without my precious little ads? No ads, no stars. Why isn't there an option to rate 0 stars or negative stars? The interface is garbage the little game is trash. The only thing in praising is the game's icon. It's clean but garbage!",Yes,Self-Deprecation
"The worst app to ever exist. As soon as you open the app, it flashes nudes and extremely graphic pictures, stuff you wouldn't even think of in your nightmares. Don't waste your time.",Yes,Self-Deprecation
WORST APP EVER. First it has no ads I need ads to live and it's to much of a fun game and it's way to hard I need a game that a newborn can play and the worst part is that it's f2p I know terrible also when I played this Elon Musk came to my house and sent me to Mars and I had to come back to earth. Don't download this app!,Yes,Irony
"Ok so I downloaded this app and felt a sudden pain. I looked down and a weird creature had snapped my legs off. I tried to run but the app grew arms and held me in place, then it chucked me into the sun and all my skin burnt off! A hypernova proceded to put me in more agony as the app ripped out my internal organs including my vocal cords. On top of that I lost all my money, never download ever! (Joke)",No,None
The game is so boring and plain. I've only played this game twice and got so bored easily and it would be nice if you can provide different levels with different difficulties to make it more challenging.,No,None
"This is absolutely atrocious! I have never seen a game so awful, this game is a blight on humanity! The instructions were unclear and unhelpful, the game itself makes no sense, and overall is an awful experience. If I could rate in negative stars, I would. It does not deserve even one star, but sadly, it is the lowest I can rate it. Never play this.",Yes,Irony
It's horrible. The instructions weren't very helpful. Worst app in history. There were absolutely no ads in this app which comes off as alarming to me!!! ð¡ The developers put absolutely NO work into this and I am extremely mad. If you want people to download your app then I suggest putting ads and actually trying on it. Honestly. -â/5 stars. I really wish you guys learn your lesson.,Yes,Self-Deprecation
"My fish died while I was playing this game. I may never know why, maybe the essence of this game being rated a 1-star? I started off realizing that this game had no Ad and it really flipped me off. I miss ads now because of this game :( The other thing is- I tripped and broke my rib while at the same time dropped my phone while on the main screen of the game and without a sincere goodbye, my phone exploded into smithereens and vanished into the unknown heavens of technology. From, 5-star hater.",No,None
Terrible experience. I gave my password to my bank account to play this and all it did was hack all of my accounts and take all my money. I had no idea it would do that. Impossible to uninstall since it takes control of the entire device. DO Not recommend.ð¡ð¡ð¡ð¡.,Yes,Irony
"The literal worst game in the app store. The game charges your account 10$ for every time you lose. And if you win, you get nothing in return... And it's is subscription based, and it automatically charges you an extra 29$ every month. There is no way to unsubscribe. Plus there is an ADD LITERALLY EVERY 10 SECONDS!! RATE THIS ONE STAR!!!!!!!",Yes,Self-Deprecation
The game is interesting to play and gives a challenge throughout the game to have a higher score every time you play it. It just lacks improvements and better design interface and levels for users to be able to progress and try different modes of the game.,No,None
